"ghostRank","TotalDisplacement:0","TotalDisplacement:1","TotalDisplacement:2","Velocity:0","Velocity:1","Velocity:2","Acceleration:0","Acceleration:1","Acceleration:2","externalForce:0","externalForce:1","externalForce:2","Mass","contactForce:0","contactForce:1","contactForce:2","PoromechanicsSolver_TotalDisplacement_dofIndex","rockPerm_permeability:0","rockPerm_permeability:1","rockPerm_permeability:2","rockPorosity_referencePorosity","rockPorosity_porosity","rock_stress:0","rock_stress:1","rock_stress:2","rock_stress:3","rock_stress:4","rock_stress:5","water_density","PoromechanicsSolver_pressure_dofIndex","pressure","elementVolume","elementCenter:0","elementCenter:1","elementCenter:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2,0.28953,0.034495,-1.1447e-30,1.9474e-09,5.7883e-10,1.6597e-31,0,0,0,0,0,0,8.1308e+07,0,0,0,2747,1e-18,1e-18,1e-18,0.3,0.3,-6.4883e+07,-6.5073e+07,-5.9993e+07,-1.2452e-07,1.9723e-07,3.6794e+06,1004.2,95740,1.997e+07,57914,-50.613,-97.436,1500,1,457.26,-55.324,-96,2000
-2,0.28873,0.031376,0,1.9435e-09,5.7147e-10,0,0,0,0,0,0,0,6.2509e+07,0,0,0,2219,1e-18,1e-18,1e-18,0.3,0.3,-6.4814e+07,-6.5139e+07,-5.9993e+07,-1.3104e-07,1.9536e-07,3.7841e+06,1004.2,83648,1.9968e+07,38989,-53.082,-101.72,1500,1,464.19,-58.788,-102,2000
-2,0.28784,0.028255,-1.1592e-30,1.9403e-09,5.6379e-10,1.6977e-31,0,0,0,0,0,0,5.6698e+07,0,0,0,3756,1e-18,1e-18,1e-18,0.3,0.3,-6.4699e+07,-6.5249e+07,-5.9992e+07,-1.2651e-07,1.9331e-07,3.9574e+06,1004.2,83650,1.9964e+07,39065,-57.053,-108.62,1500,1,471.11,-62.252,-108,2000
-2,0.28685,0.025133,0,1.9379e-09,5.5575e-10,0,0,0,0,0,0,0,5.6689e+07,0,0,0,3761,1e-18,1e-18,1e-18,0.3,0.3,-6.4577e+07,-6.5365e+07,-5.9991e+07,-1.2662e-07,1.8779e-07,4.1377e+06,1004.2,83652,1.9961e+07,39140,-61.024,-115.52,1500,1,478.04,-65.716,-114,2000
-2,0.28576,0.02201,1.1749e-30,1.9364e-09,5.4726e-10,-1.7353e-31,0,0,0,0,0,0,5.668e+07,0,0,0,3765,1e-18,1e-18,1e-18,0.3,0.3,-6.4515e+07,-6.5425e+07,-5.9991e+07,-1.264e-07,1.8522e-07,4.231e+06,1004.2,83653,1.9959e+07,39178,-63.01,-118.97,1500,1,484.97,-69.18,-120,2000
-2,0.28457,0.018887,0,1.9357e-09,5.3824e-10,0,0,0,0,0,0,0,5.6671e+07,0,0,0,3770,1e-18,1e-18,1e-18,0.3,0.3,-6.4383e+07,-6.5551e+07,-5.999e+07,-1.2488e-07,1.8196e-07,4.4249e+06,1004.2,83655,1.9955e+07,39254,-66.981,-125.86,1500,1,491.9,-72.644,-126,2000
-2,0.28327,0.015762,0,1.936e-09,5.2861e-10,0,0,0,0,0,0,0,5.6662e+07,0,0,0,3774,1e-18,1e-18,1e-18,0.3,0.3,-6.4242e+07,-6.5686e+07,-5.9989e+07,-1.2449e-07,1.7858e-07,4.6306e+06,1004.2,83657,1.9951e+07,39329,-70.952,-132.76,1500,1,498.83,-76.108,-132,2000
-2,0.28186,0.012637,0,1.9374e-09,5.1824e-10,0,0,0,0,0,0,0,5.6653e+07,0,0,0,3779,1e-18,1e-18,1e-18,0.3,0.3,-6.409e+07,-6.5833e+07,-5.9988e+07,-1.2334e-07,1.77e-07,4.8508e+06,1004.2,83659,1.9947e+07,39404,-74.923,-139.66,1500,1,505.76,-79.572,-138,2000
-2,0.28032,0.0095114,0,1.9401e-09,5.0689e-10,0,0,0,0,0,0,0,5.6644e+07,0,0,0,3783,1e-18,1e-18,1e-18,0.3,0.3,-6.4009e+07,-6.5911e+07,-5.9988e+07,-1.2204e-07,1.7683e-07,4.9674e+06,1004.2,83660,1.9946e+07,39442,-76.909,-143.1,1500,1,512.68,-83.036,-144,2000
-2,0.27864,0.0063855,0,1.9443e-09,4.9438e-10,0,0,0,0,0,0,0,5.6635e+07,0,0,0,3788,1e-18,1e-18,1e-18,0.3,0.3,-6.3834e+07,-6.608e+07,-5.9987e+07,-1.2048e-07,1.7677e-07,5.2166e+06,1004.2,83662,1.9942e+07,39518,-80.88,-150,1500,1,519.61,-86.5,-150,2000
