r[m]	temperature[C]
1.1836757	99.97480295
1.18707065	99.97571499
1.1904656	99.97659498
1.19386055	99.97744401
1.1972555	99.97826314
1.20065045	99.97905339
1.2040454	99.97981575
1.20744035	99.98055115
1.2108353	99.98126053
1.21423025	99.98194478
1.2176252	99.98260475
1.22102015	99.98324129
1.2244151	99.9838552
1.22781005	99.98444725
1.231205	99.98501821
1.23459995	99.9855688
1.2379949	99.98609972
1.24138985	99.98661167
1.2447848	99.98710529
1.24817975	99.98758122
1.2515747	99.98804009
1.25496965	99.98848247
1.2583646	99.98890896
1.26175955	99.9893201
1.2651545	99.98971644
1.26854945	99.99009848
1.2719444	99.99046674
1.27533935	99.9908217
1.2787343	99.99116383
1.28212925	99.99149357
1.2855242	99.99181137
1.28891915	99.99211765
1.2923141	99.99241282
1.29570905	99.99269727
1.299104	99.99297138
1.30249895	99.99323552
1.3058939	99.99349005
1.30928885	99.99373531
1.3126838	99.99397163
1.31607875	99.99419932
1.3194737	99.99441871
1.32286865	99.99463009
1.3262636	99.99483374
1.32965855	99.99502995
1.3330535	99.99521899
1.33644845	99.9954011
1.3398434	99.99557656
1.34323835	99.99574559
1.3466333	99.99590843
1.35002825	99.9960653
1.3534232	99.99621643
1.35681815	99.99636203
1.3602131	99.99650229
1.36360805	99.99663742
1.367003	99.9967676
1.37039795	99.99689301
1.3737929	99.99701384
1.37718785	99.99713025
1.3805828	99.99724241
1.38397775	99.99735048
1.3873727	99.9974546
1.39076765	99.99755493
1.3941626	99.99765162
1.39755755	99.99774479
1.4009525	99.99783458
1.40434745	99.99792113
1.4077424	99.99800455
1.41113735	99.99808496
1.4145323	99.99816249
1.41792725	99.99823724
1.4213222	99.99830932
1.42471715	99.99837884
1.4281121	99.99844589
1.43150705	99.99851058
1.434902	99.998573
1.43829695	99.99863324
1.4416919	99.99869139
1.44508685	99.99874753
1.4484818	99.99880175
1.45187675	99.99885413
1.4552717	99.99890474
1.45866665	99.99895366
1.4620616	99.99900096
1.46545655	99.99904671
1.4688515	99.99909098
1.47224645	99.99913383
1.4756414	99.99917534
1.47903635	99.99921555
1.4824313	99.99925453
1.48582625	99.99929235
1.4892212	99.99932905
1.49261615	99.99936469
1.4960111	99.99939932
1.49940605	99.999433
1.502801	99.99946578
1.50619595	99.9994977
1.5095909	99.99952882
1.51298585	99.99955917
1.5163808	99.99958882
1.51977575	99.99961779
1.5231707	99.99964614
1.52656565	99.99967391
1.5299606	99.99970114
1.53335555	99.99972787
1.5367505	99.99975413
1.54014545	99.99977998
1.5435404	99.99980545
1.54693535	99.99983058
1.5503303	99.9998554
1.55372525	99.99987996
1.5571202	99.99990428
1.56051515	99.99992841
1.5639101	99.99995239
1.56730505	99.99997624
1.5707	100

