"ghostRank","totalDisplacement:0","totalDisplacement:1","totalDisplacement:2","mass","externalForce:0","externalForce:1","externalForce:2","poromechanicsSolver_totalDisplacement_dofIndex","rockPerm_permeability:0","rockPerm_permeability:1","rockPerm_permeability:2","rockPorosity_referencePorosity","rockPorosity_porosity","rock_stress:0","rock_stress:1","rock_stress:2","rock_stress:3","rock_stress:4","rock_stress:5","water_density","temperature","pressure","elementVolume","deltaPressure","elementCenter:0","elementCenter:1","elementCenter:2","poromechanicsSolver_primaryVariables_dofIndex","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2,0.24998,0.13378,0,5.7043e+07,0,0,0,3149,1e-18,1e-18,1e-18,0.3,0.29999,-3.1665e+07,-3.5533e+07,-2.8529e+07,-1.7785e-08,6.1621e-08,-4.7884e+06,1007.3,0,3.5136e+07,36576,1.3622e+05,73.994,118.97,1500,93763,1,207.84,69.38,120,2000
-2,0.2527,0.13417,6.986e-31,5.7034e+07,0,0,0,3154,1e-18,1e-18,1e-18,0.3,0.29999,-3.1875e+07,-3.5328e+07,-2.853e+07,-1.7469e-08,6.1958e-08,-5.0502e+06,1007.3,0,3.514e+07,36614,1.3998e+05,72.009,115.52,1500,93764,1,214.77,65.916,114,2000
-2,0.25591,0.13456,0,5.7025e+07,0,0,0,3158,1e-18,1e-18,1e-18,0.3,0.29999,-3.2503e+07,-3.4755e+07,-2.8538e+07,-1.5607e-08,6.2949e-08,-5.7532e+06,1007.4,0,3.5177e+07,36689,1.7736e+05,68.038,108.62,1500,93766,1,221.7,62.452,108,2000
-2,0.26019,0.13502,0,6.2848e+07,0,0,0,1872,1e-18,1e-18,1e-18,0.3,0.29995,-3.4492e+07,-3.3674e+07,-2.8675e+07,-1.4347e-08,6.427e-08,-6.9811e+06,1007.5,0,3.58e+07,36765,7.9996e+05,64.066,101.72,1500,93768,1,228.63,58.988,102,2000
-2,0.26544,0.13318,-6.8078e-31,8.1724e+07,0,0,0,2663,1e-18,1e-18,1e-18,0.3,0.30004,-3.6008e+07,-3.0126e+07,-2.837e+07,-1.5256e-08,6.4858e-08,-6.1327e+06,1007.2,0,3.4407e+07,54745,-5.932e+05,61.597,97.436,1500,95702,1,235.56,55.524,96,2000
-2,0.26928,0.1301,6.7471e-31,8.4766e+07,0,0,0,3392,1e-18,1e-18,1e-18,0.3,0.3,-3.6952e+07,-3.0132e+07,-2.8512e+07,-1.7158e-08,6.5333e-08,-4.2024e+06,1007.3,0,3.5059e+07,54829,58843,58.644,92.308,1500,95703,1,242.49,52.06,90,2000
-2,0.27226,0.12705,-6.6859e-31,8.4752e+07,0,0,0,3395,1e-18,1e-18,1e-18,0.3,0.29999,-3.6604e+07,-3.0522e+07,-2.8519e+07,-1.9086e-08,6.6711e-08,-2.3675e+06,1007.3,0,3.5087e+07,54996,87360,52.738,82.051,1500,95705,1,249.41,48.596,84,2000
-2,0.2748,0.124,0,8.4738e+07,0,0,0,3398,1e-18,1e-18,1e-18,0.3,0.29999,-3.6422e+07,-3.0702e+07,-2.8518e+07,-1.9621e-08,6.7043e-08,-1.8271e+06,1007.3,0,3.5086e+07,55079,85612,49.786,76.923,1500,95706,1,256.34,45.132,78,2000
-2,0.27705,0.12096,0,8.4725e+07,0,0,0,3402,1e-18,1e-18,1e-18,0.3,0.29999,-3.6256e+07,-3.0863e+07,-2.8518e+07,-2.0677e-08,6.7412e-08,-1.3982e+06,1007.3,0,3.5082e+07,55162,82207,46.833,71.795,1500,95707,1,263.27,41.668,72,2000
-2,0.27905,0.11791,-6.4986e-31,8.4711e+07,0,0,0,3405,1e-18,1e-18,1e-18,0.3,0.3,-3.6104e+07,-3.101e+07,-2.8517e+07,-2.1233e-08,6.818e-08,-1.0417e+06,1007.3,0,3.5078e+07,55246,78305,43.88,66.667,1500,95708,1,270.2,38.204,66,2000
-2,0.28085,0.11486,-6.4357e-31,8.4698e+07,0,0,0,3408,1e-18,1e-18,1e-18,0.3,0.3,-3.5964e+07,-3.1143e+07,-2.8516e+07,-2.199e-08,6.881e-08,-7.3573e+05,1007.3,0,3.5074e+07,55329,74272,40.927,61.538,1500,95709,1,277.13,34.74,60,2000
-2,0.28248,0.1118,-6.3731e-31,8.4684e+07,0,0,0,3412,1e-18,1e-18,1e-18,0.3,0.3,-3.5836e+07,-3.1266e+07,-2.8515e+07,-2.2902e-08,6.9186e-08,-4.6681e+05,1007.3,0,3.507e+07,55413,70233,37.974,56.41,1500,95710,1,284.05,31.276,54,2000
